rank	genome_size
Eubacterium_T saphenum_A	2096058
Eubacterium_T sp900318155	1841974.5
Eubacterium_T sp900766045	2267255
Eubacterium_T sp902784035	1604338
Eubacterium_T sp903789635	2635323
JAAYHT01 sp012523915	1984375
JAAYHT01 sp012735285	1981628
JAAYHV01 sp012744355	1881631
JAAZGD01 sp012511395	1181493
Mobilibacterium sp900315625	1824002
Mobilibacterium timonense	1921742
Mogibacterium diversum	1553552
Mogibacterium pumilum	1862768
Mogibacterium timidum	1851298.6666666667
PHAE01 sp002840285	1929503
QAKD01 sp003343965	1830559
RUG099 sp001513255	1319554
RUG099 sp012510935	1404275
RUG099 sp012840975	1444253
RUG099 sp900315485	2087620.6363636365
RUG099 sp900317675	1937063.2
RUG099 sp900318105	1613264
RUG099 sp900320285	2317265.6
RUG099 sp902760855	1612537
RUG099 sp902765035	1762696
RUG099 sp902773835	1891618
RUG099 sp902774195	2103760
RUG099 sp902774265	3256017
RUG099 sp902775345	2252933
RUG099 sp902776285	2072437
RUG099 sp902778585	1920955
RUG099 sp902779185	2249321
RUG099 sp902780815	2073355
RUG099 sp902786355	2501825
RUG099 sp902786855	2897730
RUG099 sp902788245	1734444
RUG099 sp902790885	2185452
RUG099 sp902790965	1872461
RUG099 sp902793875	2089864
RUG099 sp902795265	1950639
RUG099 sp902798745	1972268
RUG099 sp902801255	2235335
RUG100 sp900315555	1879644
RUG11214 sp902766915	1443437
RUG11214 sp902776725	1454052
RUG11214 sp902797405	1701656
RUG11894 sp012799165	1385808
RUG11894 sp902773665	2049805.3333333333
RUG13409 sp902788795	1884359
RUG13615 sp902790905	1835905.4
RUG14258 sp902797345	1447458
RUG708 sp900321625	2007152
RUG754 sp900315895	1729711.5
RUG754 sp902778565	1783591
RUG754 sp902780845	1641323.5
S5-A14a sp000758905	1531433
S5-A14a sp900112915	1784900
S5-A14a sp900553025	1325985
UBA10908 sp003542355	1416677
UBA10908 sp012729355	1701198
UBA10908 sp012841925	1610658
UBA1191 sp002310095	1447595
UBA1191 sp012513435	2284303
UBA1191 sp900066305	2648172
UBA1191 sp900542385	1749361
UBA1191 sp900543485	2474898
UBA1191 sp900545775	2168599.3333333335
UBA1191 sp900549125	1907547.6666666667
UBA1191 sp902763505	2285431
UBA1191 sp902766185	1937951
UBA1191 sp902772685	1796459
UBA1191 sp902783525	1511660
UBA1191 sp902786815	2208635
UBA1191 sp902787725	1565342
UBA1191 sp902795135	2076014
UBA1191 sp902796875	1385766
UBA1191 sp902797095	1621773
UBA1191 sp902797195	1547073
UBA1422 sp002304835	1455888
UBA1422 sp012515135	1241614
UBA1426 sp002329675	2228566
UBA1426 sp002385825	1644052.6666666667
UBA1426 sp012719215	2430788
UBA1440 sp002329565	1480088
UBA1739 sp002315385	1633413
UBA1764 sp002315535	1481509
UBA1768 sp002315335	1526116
UBA3738 sp002372505	2025041
UBA3738 sp902803725	1360203
UBA3871 sp002392265	1479472
UBA5559 sp002425705	1941859
UBA5774 sp002418625	2535298
UBA7709 sp002482405	3231393
UMGS973 sp900547295	2407239.5
VUNA01 sp002299625	1786060
WQWG01 sp009785435	999146
WRFF01 sp009778945	1709787
WRJK01 sp009778415	2522419
WRJK01 sp009782285	3105003
WRMW01 sp009776955	2034464
BM714 sp002869095	1927370
Caminicella sporogenes	2476203.5
Maledivibacter halophilus	5802910
Paramaledivibacter caminithermalis	4060624
Petromonas tenebris	2933252.25
Acetoanaerobium noterae	2642530.5
Acetoanaerobium sticklandii	2715461
Criibacterium bergeronii	2384583.5
Filifactor alocis	1931012
Peptoanaerobacter margaretiae	2582834
Peptoanaerobacter stomatis	2518879.8
Peptoanaerobacter yurii	2553999
Proteocatella sp009929415	2958270
Proteocatella sphenisci	2411055
JAAYPU01 sp012519645	2300628
Alkaliphilus transvaalensis	4024838
Alkaliphilus_A metalliredigens	4929566
Alkaliphilus_B oremlandii	3123558
Alkaliphilus_C peptidifermentans	4459788
Alkaliphilus_C sp009017275	3061315
Anaerovirgula multivorans	5388996
Clostridium_W aceticum	4182872.5
Clostridium_W formicaceticum	4586741.5
GCA-2733545 sp002733545	2765838
JAAYNB01 sp012521085	1876803
JAAZJW01 sp012519835	1630954
JAAZJW01 sp012800145	1620915
LacT sp009017255	3291524
Natronincola ferrireducens	3107081
Natronincola_A peptidivorans	3768981
Serpentinicella alkaliphila	3017800
Asaccharospora irregularis	2622699
Clostridioides difficile	4158315.4397677793
Clostridioides difficile_A	4300866.777777778
Clostridioides difficile_D	4226249
Clostridioides difficile_E	4759543
Clostridioides_A mangenotii_A	3052440
Clostridioides_A mangenotii_B	3023790
Clostridioides_A sp002390935	2785911.5
Clostridium_Y paradoxum	1880647.5
Clostridium_Y thermoalcaliphilum	2025488
GCA-900066495 hominis_A	3738883
GCA-900066495 sp900066495	3329590.5
GCA-900066495 sp900545985	3069627
GCA-900066495 sp902362365	3221717
Intestinibacter bartlettii	2928504.4444444445
Intestinibacter sp900540355	3137216.5
Intestinibacter sp900553485	4184006
Paraclostridium benzoelyticum	3555957
Paraclostridium bifermentans	3622257.727272727
Paraclostridium bifermentans_A	3578419.5
Paraclostridium sordellii	3524030.3157894737
Paraclostridium tenue	3076046.6
Peptacetobacter hiranonis	2676080.5
Peptacetobacter hominis	2142024
Peptacetobacter sp900539645	2292444
Peptacetobacter sp900550335	2016365.5
Peptoclostridium litorale	3301125
Peptoclostridium_A acidaminophilum	3055036
Peptoclostridium_A sp009881055	2040807
Peptostreptococcus anaerobius	2059881
Peptostreptococcus anaerobius_A	2163094
Peptostreptococcus canis	2064240
Peptostreptococcus russellii	1980605.5
Peptostreptococcus russellii_A	2141184.5
Peptostreptococcus sp000758885	1981689
Peptostreptococcus sp900112955	2277407
Peptostreptococcus sp900240845	2145294
Peptostreptococcus sp900759325	1721304
Peptostreptococcus stomatis	1988044
Romboutsia dakarensis	3735762
Romboutsia hominis	2996722.5
Romboutsia ilealis	2588193
Romboutsia lituseburensis	3830615.5
Romboutsia sp000686145	3583479
Romboutsia timonensis	2831254.3333333335
Romboutsia_A weinsteinii	4177877
Romboutsia_B maritimum	2828385
Tepidibacter formicigenes	2639825
Tepidibacter thalassicus	2234370
Tepidibacter_A mesophilus	3310272
Terrisporobacter glycolicus	4028675.3333333335
Terrisporobacter glycolicus_A	3958982.5
Terrisporobacter mayombei	1385053
Terrisporobacter othiniensis	3921824
Terrisporobacter sp900557165	2331291
Terrisporobacter sp902363255	3838863
Isachenkonia alkalipeptolytica	3170080
Isachenkonia sp003553525	2687017
Isachenkonia sp007118655	1628346
Isachenkonia sp007120165	2414335
Isachenkonia sp007134725	2057724
T1SED10-28 sp003554105	1526828
Anaeromicrobium sediminis	4710588
Anaerosolibacter carboniphilus	5180073
Geosporobacter ferrireducens	5721432
Geosporobacter subterraneus	3858006
Inediibacterium massiliense	3497276
Inediibacterium sp004138215	3059311
Marinisporobacter balticus	3865388
SY095 sp008152325	3083380
Thermotalea metallivorans	3094505
JAABSW01 sp011390155	2719461
Tindallia californiensis	3122071
Tindallia magadiensis	3083807
Tindallia sp003838145	2484674
Tindallia sp007134225	2007030.2
RUG12999 sp902783995	1727259
RUG12999 sp902784685	1552572
RUG12999 sp902784805	1669660
DTU032 sp001512745	1590940.5
DTU032 sp002427475	1627842.5
DTU032 sp002427505	1783148.75
DTU032 sp012728535	1780719
DUPJ01 sp012837885	1926236
DUPJ01 sp012838355	2058546
SFFI01 sp004556925	1899796
SFGY01 sp004556455	2467088
UBA1046 sp002316595	1645123
UBA1046 sp012511325	1432110
UBA1046 sp012519085	1584817
UBA1046 sp012838475	1882853
UBA1046 sp012839385	1955527
UBA4923 sp001512945	1452082.5
UBA4923 sp002427535	1407450.3333333333
UBA4923 sp012511175	1706004
UBA4923 sp012511185	1327121
UBA4923 sp012511735	1349577
UBA4923 sp012798865	1555894
UBA4923 sp012799695	1709595
UBA4923 sp012799825	2310946
UBA4923 sp012800135	1654304
UBA4923 sp012800435	1624586
UBA4923 sp012841015	1792307
UBA4923 sp012841145	1571631
UBA4923 sp012841255	1309558
UBA5436 sp002427545	1474337
UBA5436 sp012518795	1871149
UBA5436 sp012518845	1774040
UBA5436 sp012521015	2075744
UBA5436 sp012522435	1693700
UBA5436 sp012838135	2050934
UBA5436 sp012838795	2094689
Fastidiosipila sanguinis	1785891
JAAVLZ01 sp012034405	2867854
JAAYOA01 sp012520525	2306258
JAAYZH01 sp012514965	1840410
JAAZIX01 sp012800515	1381703
JAAZIX01 sp012800655	1916009
KA00274 sp001552885	1553644
KA00274 sp902373515	1499839
Mageeibacillus indolicus	1774143
DUPM01 sp012718915	2205444
DUPM01 sp012838315	2136207
Firm-13 sp001603035	1677742
Firm-13 sp002418705	3216168
Firm-16 sp001604185	3723149
Firm-16 sp002310155	2289432
Firm-16 sp002368805	1763956
Firm-16 sp900317035	2566507
JAAYCT01 sp012523365	2007987
JAAYCT01 sp012729635	2151046
Saccharofermentans sp000621765	3248062
Saccharofermentans sp001604135	3123529
Saccharofermentans sp002371375	2397165
Saccharofermentans sp002394605	2264225
Saccharofermentans sp002450095	2206165
Saccharofermentans sp002450155	2184586
Saccharofermentans sp003149065	2876915
Saccharofermentans sp003543635	1556901
Saccharofermentans sp012728275	1615434
Saccharofermentans sp900099715	3010384
Saccharofermentans sp900107185	2673997
Saccharofermentans sp900111435	2728895.5
Saccharofermentans sp900176545	3030774.5
Saccharofermentans sp900313405	1938346
Saccharofermentans sp900314745	2277578
CAILLO01 sp903835065	2513942
CAILLO01 sp903919045	2638055
JAAYBY01 sp012511525	2568895
JAAYBY01 sp012521915	3296741
JAAYBY01 sp012523135	3419112
JAAYBY01 sp012729935	2057262
JAAYFZ01 sp012727965	2606411
JAAYKS01 sp012522285	2523580
SLHU01 sp007133255	1511192
SLHU01 sp007135995	2185624
SLHU01 sp009929975	2178504
UBA5734 sp002419145	2311552
UBA5734 sp002419365	2697096
UBA5734 sp009928985	3005459
UBA8949 sp003451915	1536692
UBA8949 sp003532195	2311202
UBA8949 sp012519875	1506052
UBA8949 sp012520975	1993444
JACMMQ01 sp014378955	1526729
JAAYHJ01 sp012735465	2319875
Petroclostridium xylanilyticum	3863184
SKGK01 sp007117465	1768338
CAG-465 sp000433135	1411270.5
CAG-465 sp000433335	1065903
CAG-465 sp000433755	1263000.5
CAG-465 sp900554875	1164030
CAG-465 sp900772475	1616219
UMGS1649 sp900553785	1061860
CAG-245 sp000434195	1261483.5
CAG-245 sp000435175	1830367.2
CAG-245 sp900552135	1345024
CAG-245 sp900758165	1599705
CAG-245 sp900761475	1491764
CAG-269 sp000431335	1459485
CAG-269 sp000435535	1402987
CAG-269 sp000437215	1486297
CAG-269 sp000438255	1501890.5
CAG-269 sp001915995	1434064
CAG-269 sp001916005	1526454
CAG-269 sp001916035	1718298.5
CAG-269 sp001916055	1558781.3333333333
CAG-269 sp001916065	1553108.75
CAG-269 sp002372935	1304979
CAG-269 sp003518755	1479208
CAG-269 sp003525075	1592000.3333333333
CAG-269 sp900551615	1608604
CAG-269 sp900552555	1764654
CAG-269 sp900553125	1578561
CAG-269 sp900553985	1632141.5
CAG-269 sp900554175	1536310.5
CAG-269 sp900554365	1306779
CAG-269 sp900554565	1391787
CAG-269 sp900555615	1690012.5
CAG-269 sp900556345	1259103
CAG-269 sp900556695	1224517
CAG-269 sp900556865	847945
CAG-269 sp900556945	1455202.5
CAG-269 sp900557115	1326928
CAG-269 sp900753165	1282385
CAG-269 sp900754285	1612608
CAG-269 sp900760175	1252190
CAG-269 sp900762425	1504455
CAG-269 sp902760765	1077538
CAG-269 sp902787685	1850870
CAG-273 sp000435755	1154241
CAG-273 sp000437855	1211200.5
CAG-273 sp000438355	1405931.5
CAG-273 sp003507395	1305608
CAG-273 sp003534295	1373965
CAG-273 sp900752095	1542394
CAG-273 sp900752335	1218369
CAG-273 sp902406115	1408649
CAG-354 sp001915925	1623026.3333333333
CAG-354 sp900552655	1537370.5
CAG-354 sp900553015	1729105
CAG-354 sp900555085	1240394.5
CAG-354 sp900754085	1428554
CAG-354 sp900759015	1610020
CAG-452 sp000434035	1268821
CAG-452 sp002314935	1456564
CAG-452 sp900770415	1244357
CAG-492 sp000434015	1528811.5
CAG-492 sp000434335	1545408.6666666667
CAG-492 sp002633185	1044948
CAG-492 sp900553225	1471430.5
CAG-492 sp900557045	1673380
CAG-492 sp900557195	1832180
CAG-793 sp000433915	1401402
CAG-793 sp002393975	1666178
CAG-793 sp013333035	1153462
CAG-793 sp013333395	891737
CAG-793 sp900557475	1253802
CAG-793 sp902766085	1057611
HGM13634 sp900770385	1223881
JABCPO02 sp013333105	903338
SFKP01 sp004553715	1198057
UBA7001 sp002449785	1843703.5
UBA7001 sp900553685	1822100
UBA7001 sp900768805	2158154
UMGS1663 sp012513065	1273388
UMGS1663 sp900553405	1467573
UMGS1663 sp900553865	1528779.5
UMGS1663 sp900753245	1271351
UMGS1754 sp900554815	1442341
UMGS1754 sp900759475	1277283
UMGS1781 sp004554705	1350016
UMGS1781 sp900553365	1281370.5
UMGS1781 sp900553695	1194681.5
UMGS1781 sp900554635	1141794
UMGS1781 sp900555075	1211846.5
UMGS1864 sp900555835	1460355
UMGS1901 sp900553755	1161909
UMGS1901 sp900556135	1335073
UMGS1933 sp900556455	874887
UMGS1933 sp900772235	1541608
UMGS1994 sp900553945	1605952
UMGS1994 sp900556975	1736572
WQVL01 sp009785865	1541302
WRFS01 sp009778695	1875133
HGM13618 sp900753975	1320494
UBA1234 sp002308995	1479871
UBA1234 sp002404755	1092746
UBA1234 sp900753135	1426335
UBA1234 sp900765095	1683046
Caldisalinibacter kiritimatiensis	2788198
Caloranaerobacter azorensis	2475107.6666666665
Caloranaerobacter ferrireducens	2451939
Caloranaerobacter sp001316435	2261881
Thermohalobacter berrensis	2763896
Clostridiisalibacter paucivorans	3250627
38-11 sp001509345	2197521
38-11 sp003446975	2629499
CSBR16-49 sp007116605	1876595
Dethiosulfatibacter aminovorans	4034121
UBA8670 sp003539375	2123825
UBA8670 sp011390775	2116057
Andreesenia angusta	2343503
Gottschalkia acidurici	3108248
Gottschalkia_A purinilytica	3397304
GPF-1 sp013619125	3418141
Abyssisolibacter fermentans	4786356
MES13 sp009711765	3830044
MES13 sp009711785	3560429
Anaerococcus hydrogenalis	1917148
Anaerococcus jeddahensis	1903534
Anaerococcus lactolyticus	2071770.5
Anaerococcus marasmi	2130060
Anaerococcus mediterraneensis	2080215
Anaerococcus nagyae	1766433.25
Anaerococcus obesiensis	1955370.75
Anaerococcus octavius	1946663
Anaerococcus pacaensis	2370669
Anaerococcus prevotii	2001805
Anaerococcus prevotii_A	1766775.5
Anaerococcus provencensis	2265938
Anaerococcus rubeinfantis	1929163
Anaerococcus senegalensis	1795828
Anaerococcus sp009696575	2247546.5
Anaerococcus sp900232825	2033084.5
Anaerococcus sp900258475	2045401.5
Anaerococcus sp900541365	1560487
Anaerococcus sp900550345	1405530
Anaerococcus sp900551095	999989
Anaerococcus tetradius	2080442.5
Anaerococcus urinomassiliensis	2190109
Anaerococcus vaginalis	1908509
Anaerococcus vaginalis_B	2023703.5
Anaerosphaera aminiphila	2021907
Anaerosphaera mikwangii	1534571
Anaerosphaera multitolerans	2233538
Ezakiella coagulans	1822775
Ezakiella massiliensis	1741785
Ezakiella peruensis	1673080
Ezakiella sp900540185	1653935
Fenollaria massiliensis	1709475
Fenollaria sp900539225	1568464
Fenollaria sp900539725	1575900
Fenollaria timonensis	1739382
Finegoldia magna	1845940.75
Finegoldia magna_F	1900803.6666666667
Finegoldia magna_H	1917546.6923076923
Finegoldia sp900766215	1914287
Helcococcus kunzii	2096464
Helcococcus massiliensis	1361080
Helcococcus ovis	1777101.25
Helcococcus sueciensis	1573767
JAAYEL01 sp012728755	1642092
JAAYFG01 sp012728335	2064165
JAAYFJ01 sp012728295	1852894
JAAYNG01 sp012520935	2041485
JAAYQA01 sp012519495	1790809
JAAZME01 sp012798975	1698520
KA00134 sp001574395	1730175
Kallipyga gabonensis	1621211
Kallipyga massiliensis	1761311.5
Khoudiadiopia massiliensis	1533873.5
Lagierella massiliensis	1832315
Levyella massiliensis	1528205
Miniphocibacter massiliensis	2077648
Miniphocibacter sp012841535	4510329
Murdochiella massiliensis	1642295
Murdochiella vaginalis	1671491
Ndongobacter massiliensis	1864878
Neofamilia massiliensis	1920334
Neofamilia sp012513395	2670616
Neofamilia sp012728775	1970913
Parvimonas micra	1675658.25
Parvimonas sp000214475	1556464
Parvimonas sp000223315	1483165
Parvimonas sp001552895	1600888
Parvimonas sp001553085	1541912
Peptoniphilus asaccharolyticus	2232586
Peptoniphilus indolicus	2242916
Peptoniphilus_A grossensis	1941934.25
Peptoniphilus_A grossensis_A	2136465
Peptoniphilus_A harei	1869501.5
Peptoniphilus_A harei_A	1961296.3333333333
Peptoniphilus_A lacrimalis	1764281.5
Peptoniphilus_A lacydonensis	1784287
Peptoniphilus_A phoceensis	1739634.5
Peptoniphilus_A raoultii	1623601
Peptoniphilus_A senegalensis	1851340
Peptoniphilus_A sp900538655	1644489
Peptoniphilus_A timonensis	1758598
Peptoniphilus_A vaginalis	1827569.5
Peptoniphilus_B duerdenii	2060020.5
Peptoniphilus_B sp000478985	1925975
Peptoniphilus_C coxii	1837050
Peptoniphilus_C ivorii	1587771
Peptoniphilus_C pacaensis	1851572
Peptoniphilus_C sp900343085	1986843
Peptoniphilus_C sp902363535	1967735
Peptoniphilus_C sp903819165	1805580
Peptoniphilus_C urinimassiliensis	1822826
Peptoniphilus_E catoniae	1725465
Peptoniphilus_E obesi	1773998
Peptoniphilus_E sp000952975	1601846
Urinicoccus massiliensis	2082859
Urinicoccus sp000221565	1964729
Urinicoccus sp001299455	1762219
W5053 sp000467935	2088253
PP17-6a sp900095615	3454540
Proteiniborus ethanoligenes	3161504
UBA6767 sp002376545	4013480.5
UBA6767 sp900095305	3120648
Sedimentibacter hydroxybenzoicus	3809287
Sedimentibacter saalensis	3834552
Sedimentibacter sp002316225	2037997
Sedimentibacter sp002316585	1937962
Sedimentibacter sp002331025	3290177
Sedimentibacter sp002340985	2965646.25
Sedimentibacter sp002381185	3935666.3333333335
Sedimentibacter sp002385835	2489621
Sedimentibacter sp002399975	3115255
Sedimentibacter sp002409285	2945351
Sedimentibacter sp002422545	3583449
Sedimentibacter sp003457065	3120820.5
Sedimentibacter sp003483345	2218817
Sedimentibacter sp003487955	3209725
Sedimentibacter sp003497505	2536269
Sedimentibacter sp003514865	2474248
Sedimentibacter sp012518555	2090490
Sedimentibacter sp012519555	2429456
Sedimentibacter sp012520455	1985406
UBA1535 sp002323775	3119438
UBA1535 sp002332905	3284086
UBA1535 sp002396645	3306877
UBA1535 sp002479485	3688778.5
UBA6132 sp002435835	4565936
Senegalia massiliensis	2874011
Senegalia massiliensis_A	3099963
Anaerosalibacter bizertensis	2459373.5
Anaerosalibacter massiliensis	3196602
Anaerosalibacter_A sp900155565	2498319
Sporanaerobacter acetigenes	2889152
Clostridium_V ultunense	3154968.5
DUMS01 sp012839745	2173694
DUNJ01 sp012518745	1559151
DUNJ01 sp012518955	1908407
DUNJ01 sp012839395	1856459
JAAYEM01 sp012728725	2066686
JAAYFE01 sp012728365	2236906
JAAYFE01 sp012735405	2198687
JAAYHX01 sp012735215	1885111
JAAZMA01 sp012799055	2188135
JAAZMG01 sp012798935	1924258
Keratinibaculum paraultunense	2248613
Keratinibaculum sp012728075	2377227
Mt11 sp001282665	3568817
Mt11 sp002398845	1695022
Tepidimicrobium sp012728595	2193042
Tepidimicrobium xylanilyticum	3002518
BX21 sp014385195	3029583
CABMKH01 sp902386935	2736213
DSM105185 sp009695605	3959431
Gudongella oleilytica	1844933.5384615385
JAAYFT01 sp012519355	2159038
JAAYFT01 sp012728125	2053068
JAAYFT01 sp012735245	2138755
JAAYTL01 sp012518035	1925323
JAAYTL01 sp012521625	1678447
JAAYTL01 sp012735585	3001750
JACRTK01 sp014385225	2177753
Soehngenia_A sp002417735	1868401.5
Soehngenia_A sp014360205	1980511
Tissierella praeacuta	2828464.25
Tissierella sp002266425	4271077
Tissierella_A creatinophila	2530461
Tissierella_B creatinini	2611442
UBA3583 sp002375815	2388284
UBA3583 sp012520755	1922728
VENL01 sp009711605	4084979
UBA1212 sp002308595	1818744
UBA1212 sp002309655	2797745
UBA1212 sp902782645	2145817
UBA1212 sp902792515	2389000.5
UBA1255 sp002308795	2549089
UBA1255 sp902782885	2058345
UBA1255 sp902796205	2064752
UMGS1537 sp900543695	2218673.6666666665
UMGS1537 sp900552695	2109925
UMGS1537 sp900761045	1955252
UMGS1851 sp900555605	2432879
DUPL01 sp012522035	2835470
DUPL01 sp012838385	2573788
UBA1257 sp002308775	1635531
UBA4821 sp002402315	2982092
UBA8921 sp003535395	1934656
NSJ-50 sp014385105	2264953
UMGS1810 sp900555295	1864024
HGM11507 sp900761005	2329582
UMGS1840 sp900555525	1905805
HGM11501 sp900766735	1910658
JAAYMJ01 sp012521455	1815236
UMGS1540 sp900552775	1817944
UMGS1883 sp900555935	1506221
UMGS1883 sp900763305	1131875
UMGS1883 sp900768005	911428
WRCU01 sp009783805	1922897
WRLR01 sp009777515	4537863
Borkfalkia ceftriaxoniphila	2290698
Borkfalkia sp003343765	2167048.5
Borkfalkia sp900557285	1584900
Borkfalkia sp900761665	1581010
Borkfalkia sp900761675	1776245
HGM11412 sp900770185	1810421
HGM11416 sp900766495	1636164
HGM11416 sp900768525	1411846
QALS01 sp003150575	2793133.3333333335
QALS01 sp900552625	2570607
QALS01 sp900555925	1985331
QALS01 sp900769545	2291640
UBA10281 sp000437515	1749588
UBA10281 sp900548285	1781770.5
UBA10281 sp900554485	1427118
UBA10281 sp900556195	1399608
UBA10281 sp900764105	1965862
UBA10281 sp900767495	1430898
UBA10281 sp900767815	2399814.5
UBA10281 sp900767885	1441209
UBA10281 sp902766475	1535734
UBA10281 sp902797515	1358472
UBA10281 sp902797945	1545734
UBA11475 sp003538975	1664852
UBA11940 sp003503945	1564626
UBA11940 sp003979335	979714
UBA11940 sp013316055	1208057
UBA11940 sp900549005	1696671
UBA1259 sp002308755	1222672
UBA1259 sp003523255	1588088
UBA1259 sp900320065	1396899.5
UBA1259 sp900760875	1716518
UBA1259 sp900769565	1484614
UBA1259 sp900770685	1070832
UBA1259 sp900771345	1267897
UBA1259 sp902767225	1167152.5
UBA4636 sp002405915	1718606
UBA4636 sp900764595	1749158
UBA4636 sp900770945	1907976
UBA4636 sp902767455	2048527
UBA4675 sp002405165	1367808.4285714286
UBA7597 sp002474405	1765851
UBA7597 sp003448195	1762794
UBA7597 sp900542935	1719774.3333333333
UBA7597 sp900767195	2206626
UMGS1004 sp003343805	1920988
UMGS1004 sp900547645	1576905.5
UMGS1004 sp900548845	1418375
UMGS1004 sp900761685	2396863
UMGS621 sp900543915	1990330
UMGS775 sp003343995	2611889
UMGS775 sp900545325	1820968.5
CAG-1252 sp002308575	1474136
CAG-1252 sp002363545	1215711.8
CAG-1252 sp002368735	1496176
CAG-1252 sp002371075	1296611
CAG-1252 sp002395405	1403539
CAG-1252 sp003445835	1358367.5
RUG14300 sp902797685	1777129
SACC01 sp009928745	2204351
CAG-1024 sp000432015	1915183
CAG-1024 sp004554165	2259093.5
DUPG01 sp012511925	1658078
DUPG01 sp012838425	1483799
MWCU01 sp002070205	2653820
PeH17 sp000435055	1811681.6
PeH17 sp001940845	2213674
PeH17 sp002309375	1892878
PeH17 sp004556165	1387653.8
PeH17 sp900542285	2047419.3333333333
PeH17 sp902794055	2279314
Phil1 sp001940855	2113047.3
Phil1 sp002069725	2643092
Phil1 sp004558525	1666500.3333333333
RUG14239 sp902797145	1960341
RUG472 sp900319345	2175575
RUG472 sp900545265	2035502.5
RUG472 sp902761365	2321401
RUG472 sp902765005	2376722
RUG472 sp902768995	2003810.9333333333
RUG472 sp902786465	1991582
RUG472 sp902798825	2131872
RUG472 sp902801845	2299589
RUG472 sp902802575	2204077
RUG472 sp902802805	2122918
SFDB01 sp004558825	1581991.8
SFEL01 sp004557245	1760677.0833333333
UBA1685 sp002320595	2518362
UBA1685 sp004560435	1937801
UBA1685 sp900546845	2225982.5
UBA3792 sp002369195	1865399.5
UBA3792 sp900318745	2000197
UBA3792 sp900318765	1786954
UBA3792 sp902768795	1908758
UBA3792 sp902789675	2352132
UBA3792 sp902790115	2038530
UBA3792 sp902792295	1836350
UBA3857 sp002392505	1424429
UBA3857 sp900313585	1806193
UBA5394 sp002409725	1902608
UBA5394 sp003150565	1887563
UBA5394 sp900542615	2143386
UBA7703 sp002482505	3047124
UBA7703 sp002841395	3168086
UBA7703 sp003246365	3395220
UBA7703 sp003486785	1745041
UBA7703 sp012517905	2987991
UBA7703 sp013824375	1257865
UBA7707 sp002482435	2070150
UMGS1241 sp900540495	1714080.5
UMGS1241 sp900549955	1597492
UMGS1241 sp900550525	1926165
UMGS693 sp900544555	2289351
UMGS946 sp900544965	1915502
UMGS946 sp900547135	1865341
WRCT01 sp009779405	2507121
WRCT01 sp009783775	1820112
CAG-1435 sp000433775	1473452
CAG-1435 sp003537755	2116621.6666666665
CAG-1435 sp900769665	2318561
CAG-314 sp000437915	1425519.25
CAG-314 sp900551395	1486402
SFEB01 sp004558105	1244627.3333333333
UMGS1707 sp900554285	838239
UMGS692 sp900544545	2084425
UMGS929 sp900546875	1912738
CAG-552 sp000435495	1371310.5
HGM11386 sp900761915	2025539
RACS-047 sp013316045	1889734
RUG12826 sp902783025	1724515
UBA10677 sp003533505	1469939.6666666667
UBA10677 sp900543755	1878381
UBA10677 sp900553005	1637984
UBA10677 sp900760475	1972106
UBA10677 sp900762945	1644912
UBA10677 sp900767465	1879684
UMGS1795 sp900553555	1396661.5
UMGS1795 sp900555125	1728885.5
UMGS1795 sp900761165	1502343
UMGS1880 sp900555875	1325935
UMGS1880 sp900761765	1644369
WQVM01 sp009783985	1606941
WQZE01 sp009780875	1319589
WRAF01 sp009780325	1615509
WRAF01 sp009783515	1493882
WRAP01 sp009777485	1984187
WRAP01 sp009780135	1576678
WRAP01 sp009781235	2528160
WRAY01 sp009779975	2028252
WRAY01 sp009787685	1524348
WRAY01 sp009787875	962398
WRGC01 sp009787385	1420009
DTU024 sp001513425	2356059.5
DTU024 sp002411105	2360766
DTU024 sp002428405	1590662
DTU024 sp012514225	1932067
DTU024 sp012518615	2208882
DTU024 sp012521895	2262048
DTU024 sp012522875	1938825
DTU024 sp012728435	1976200
DTU024 sp012728815	2119394
DTU024 sp012837525	2008183
DTU024 sp012837835	2087901
DTU024 sp012837965	2034725
Firm-10 sp001603025	2720983
Firm-10 sp004552515	2776932
Firm-10 sp902790345	3394633
Firm-11 sp001604105	3435198
Firm-11 sp001604115	1615870
Firm-11 sp004556545	3230782
Firm-11 sp009783365	2071489
Firm-11 sp012517815	3879220
Firm-11 sp012523405	3563861
Firm-11 sp012729115	3148492
Firm-11 sp900540045	2907492
Firm-11 sp900548145	2935446.5
Firm-11 sp900550955	2377162
Firm-11 sp900553905	2431707.5
GCA-900199385 sp900176495	3408855
GCA-900199385 sp900199385	3341128
GCA-900199385 sp900315315	4258947
GCA-900199385 sp900315675	2899289.2
GCA-900199385 sp900318145	3235512
GCA-900199385 sp900320755	2815380.25
GCA-900199385 sp900322155	2949157
GCA-900199385 sp902764875	3256827.3333333335
GCA-900199385 sp902795555	2540014
HGM11575 sp002068815	2304426.5
HGM11575 sp012514855	2937964
HGM11575 sp900754775	2312647
HGM11588 sp900754755	2562770
HGM11604 sp900769875	3091464
JAAYOH01 sp012520375	2291440
JAAZPT01 sp012797085	2058368
OEMS01 sp900199405	4182568
RUG11247 sp902767315	2603973
RUG11272 sp902767565	2046209
RUG11272 sp902790495	2469781.5
RUG13279 sp902787475	2953345
RUG14130 sp902796025	2929970
